40.2	-74.85	0.2857142857142857
40.2	-74.75	0.4891304347826087
40.2	-74.8	0.08823529411764702
40.15	-74.8	0.45
40.25	-74.7	0.25
40.3	-74.7	0.25
40.25	-74.8	0.45
40.25	-74.75	0.6666666666666666
40.1	-74.9	0.23333333333333334
40.45	-74.3	0.016666666666666663
40.65	-74.0	0.029107682519484646
40.8	-73.95	0.03273152357449016
40.8	-73.9	0.49919250645994834
40.7	-74.0	0.01827411167512688
41.9	-87.7	0.05095541401273884
41.85	-87.75	0.009803921568627472
41.85	-87.7	0.09486166007905139
42.05	-88.05	0.14285714285714285
41.75	-87.9	0.0
38.15	-84.9	0.2064516129032258
38.15	-84.95	0.0
39.1	-84.5	0.08571428571428574
40.05	-83.0	0.4708171206225681
39.95	-83.05	0.031007751937984496
39.8	-83.15	0.0
39.5	-83.85	1.0
39.35	-84.2	0.25
38.5	-84.6	0.0
38.35	-84.6	1.0
38.15	-84.65	0.0
43.8	-79.25	0.1235955056179775
43.75	-79.35	0.4875
43.75	-79.45	0.033333333333333326
43.8	-79.35	0.375
43.75	-79.4	0.0
37.5	-77.5	0.48961661341853036
37.5	-77.45	0.0579710144927536
37.55	-77.5	0.016216216216216217
37.45	-77.55	0.10179640718562877
37.45	-77.6	0.46296296296296297
38.15	-79.05	0.0
41.5	-95.9	0.3333333333333333
41.55	-95.95	0.75
41.5	-95.95	0.22222222222222224
41.25	-95.8	0.33333333333333337
41.35	-95.9	0.0
34.2	-118.65	0.04255319148936165
30.35	-91.15	0.03846153846153849
30.4	-91.1	0.05027932960893855
30.4	-91.15	0.09230769230769231
30.35	-91.1	0.35294117647058826
41.2	-85.9	0.06666666666666665
41.2	-85.85	0.4772727272727273
41.25	-85.85	0.625
41.25	-85.9	0.2
41.4	-86.4	0.0
33.55	-84.3	0.4568965517241379
33.55	-84.35	0.0073710073710073765
33.75	-84.45	0.021386908619572265
33.6	-84.3	0.5555555555555556
33.6	-84.4	0.41666666666666663
39.65	-79.9	0.017241379310344807
36.3	-86.45	0.4166666666666667
36.35	-86.5	0.09999999999999998
36.35	-86.45	0.4285714285714286
36.3	-86.7	0.2857142857142857
36.2	-86.8	0.0
36.1	-86.8	0.484375
26.15	-80.15	0.48717948717948717
26.35	-80.1	0.38235294117647056
26.25	-80.1	0.3076923076923077
26.1	-80.15	0.4626865671641791
25.95	-80.25	0.018083182640144635
